case,num,MN,FCFS max_delay,last lane change max_delay,out_lane_change max_delay,FCFS mean_delay,last lane change mean_delay,out_lane_change mean_delay,FCFS maxe,last lane change maxe,out_lane_change maxe,milp time,fcfs time,heuristic time
08_3_20,1,3_5,22.28,22.28,19.5,8.522564102564102,8.522564102564102,7.046923076923077,41.54,41.54,38.54,0.7004774252573649,0.0042915821075439455,0.004868268966674805
08_3_20,2,3_5,19.6,19.6,17.46,7.691562500000001,7.7896875,7.8403125000000005,37.14,37.14,35,0.5436913092931112,0.004280813535054525,0.004510116577148437
08_3_20,3,3_5,26.07,26.07,23.689999999999998,12.087619047619047,12.04,10.883809523809523,45.54,45.54,43,0.659431258837382,0.0035388867060343423,0.0036785364151000976
08_3_20,4,3_5,23.28,23.28,23.0,11.735,11.735,10.401,42.18,42.18,38.18,0.7432952642440795,0.004854575792948405,0.005056905746459961
08_3_20,5,3_5,27.46,27.46,26.44,11.51139534883721,11.875116279069767,10.632558139534884,47.11,47.11,46,0.6804153124491373,0.004102945327758789,0.0038482666015625
08_3_20,6,3_5,18.68,18.68,17.68,8.101891891891892,8.101891891891892,8.252162162162161,38,38,37,0.5425512472788493,0.004436930020650228,0.005331492424011231
08_3_20,7,3_5,19.450000000000003,19.450000000000003,19.450000000000003,7.497812500000001,7.529062500000001,7.341562500000001,36,36,35,0.37112107276916506,0.002798295021057129,0.0026772419611612954
08_3_20,8,3_5,27.87,27.87,23.17,10.340952380952382,10.340952380952382,9.030238095238095,47,47,43,1.3304817756017049,0.00583643118540446,0.0046646515528361
08_3_20,9,3_5,26.55,26.55,24.12,11.912926829268294,11.912926829268294,10.093170731707318,44.629999999999995,44.629999999999995,44,1.0249837080637614,0.004054888089497884,0.004065481821695963
08_3_20,10,3_5,28.699999999999996,28.699999999999996,22.729999999999997,11.846590909090908,11.846590909090908,10.602954545454544,46.3,46.3,39.769999999999996,0.817612107594808,0.004547286033630371,0.004706684748331706
08_3_40,1,3_5,46.730000000000004,45.730000000000004,46.730000000000004,15.91388888888889,16.67361111111111,15.059027777777779,86,84.15,86,2.204619121551514,0.01325835386912028,0.011993948618570964
08_3_40,2,3_5,38.690000000000005,38.12,38.059999999999995,16.985079365079365,17.733174603174604,16.541428571428572,76.94,76.28,75.28,1.8029063542683919,0.010344584782918295,0.010158689816792806
08_3_40,3,3_5,41.46000000000001,41.46000000000001,40.67,18.35450704225352,17.692535211267604,16.810985915492957,80,80,80,2.0064520041147866,0.01078798770904541,0.011285821596781412
08_3_40,4,3_5,52.239999999999995,56.470000000000006,54.209999999999994,23.63051948051948,23.914805194805197,24.154415584415585,92.03,95.31,94,2.6291102250417073,0.015778271357218425,0.01549702485402425
08_3_40,5,3_5,55.53,52.24,52.49000000000001,28.249367088607595,28.050632911392405,23.61873417721519,94.06,91,91,3.072280017534892,0.014610608418782553,0.013486989339192708
08_3_40,6,3_5,48.0,49.0,43.0,19.669605263157894,19.25828947368421,18.057894736842105,86,88.44,83,2.325538722674052,0.015882627169291178,0.014358925819396972
08_3_40,7,3_5,54.839999999999996,52.779999999999994,54.31999999999999,22.433918918918916,22.18324324324324,21.039594594594593,92,89.94,92,2.3904818375905355,0.011968700091044109,0.011742512385050455
08_3_40,8,3_5,47.21,48.24999999999999,46.21,19.12,20.06231884057971,17.527826086956523,87,88,86,2.3114882071812946,0.012233726183573405,0.01143959363301595
08_3_40,9,3_5,69.78,68.77000000000001,66.42,28.879887640449436,27.897415730337077,27.44887640449438,109,106,106,2.9619348764419557,0.019178374608357748,0.018845216433207194
08_3_40,10,3_5,57.57000000000001,58.230000000000004,48.230000000000004,22.916265060240967,21.95710843373494,19.367710843373494,97.34,97,88,2.5144215265909833,0.017125471433003744,0.016940363248189292
08_3_60,1,3_5,122.83,116.39,122.83,48.96059829059829,41.755982905982904,45.74384615384615,182,176,182,4.74519715309143,0.03156140645345052,0.03624421755472819
08_3_60,2,3_5,124.03999999999999,110.39999999999999,124.03999999999999,40.644017857142856,39.79803571428571,40.85830357142857,183,170,183,4.632560459772746,0.03083044687906901,0.031378801663716635
08_3_60,3,3_5,108.17,110.47999999999999,108.17,36.908715596330275,37.32633027522936,37.00559633027523,167,170,167,5.427056407928466,0.02681132952372233,0.027567481994628905
08_3_60,4,3_5,110.16,101.75,110.16,45.471583333333335,42.34133333333333,42.79658333333333,169,160,169,7.023124408721924,0.056207044919331865,0.061857024828592934
08_3_60,5,3_5,87.22999999999999,83.97,87.22999999999999,35.89971962616822,34.51654205607476,34.58757009345794,147,143,147,7.635492475827535,0.04472461541493734,0.04930545488993327
08_3_60,6,3_5,143.23000000000002,124.23,143.23000000000002,52.68632,49.66096,51.20344,203,184,203,8.395570341746012,0.06391390164693196,0.07709187666575114
08_3_60,7,3_5,107.47999999999999,91.47999999999999,106.47999999999999,41.61226086956521,39.38686956521739,40.27539130434782,167,151,166,15.174248329798381,0.08457199732462566,0.08785066604614258
08_3_60,8,3_5,100.46000000000001,104.46000000000001,100.46000000000001,41.01447368421053,40.82359649122807,38.735350877192985,160,164,160,14.174672436714172,0.08929916222890218,0.08687224388122558
08_3_60,9,3_5,108.03,97.03,108.03,44.44735042735043,42.778119658119664,41.48324786324786,167,154,167,12.327338719367981,0.09107435544331868,0.10264382362365723
08_3_60,10,3_5,115.04999999999998,106.04999999999998,115.04999999999998,42.187289719626165,39.75514018691588,40.77607476635514,175,166,175,3.90042781829834,0.03244183858235677,0.02562897205352783
04_4_20,1,4_5,16.85,15.7,11.940000000000001,5.09516129032258,5.308709677419355,4.151935483870967,36,34,31,0.5286929925282796,0.0043174107869466145,0.003885285059611003
04_4_20,2,4_5,14.23,14.23,9.510000000000002,4.7454838709677425,4.7454838709677425,3.491290322580645,31.05,31.05,26.05,0.2610602458318075,0.004324221611022949,0.004060220718383789
04_4_20,3,4_5,9.61,9.61,8.620000000000001,3.108846153846154,3.108846153846154,2.4146153846153844,28.53,28.53,24,0.24873039722442628,0.003123195966084798,0.0029706954956054688
04_4_20,4,4_5,11.18,11.18,12.86,4.409655172413793,4.409655172413793,4.06551724137931,29,29,28,0.2758205731709798,0.0038642724355061847,0.0037808974583943685
04_4_20,5,4_5,4.859999999999999,7.239999999999998,13.08,1.5086666666666662,1.8419999999999994,2.868666666666666,24,26,28,0.3211510101954142,0.0009789466857910156,0.0011045138041178386
04_4_20,6,4_5,14.16,14.16,11.4,4.187241379310345,4.187241379310345,3.160344827586207,31.39,31.39,26.39,0.3120622078577677,0.003685879707336426,0.004017456372578939
04_4_20,7,4_5,15.460000000000004,15.460000000000004,12.029999999999998,6.297714285714287,6.232285714285714,5.152857142857143,35.42,35.42,30.5,0.47224855422973633,0.0049918174743652345,0.005112290382385254
04_4_20,8,4_5,7.490000000000002,7.490000000000002,7.4300000000000015,2.8195000000000006,2.8195000000000006,2.5705000000000005,24,26,24,0.40152840614318847,0.0018168052037556967,0.003579409917195638
04_4_20,9,4_5,16.049999999999997,15.549999999999999,15.41,5.769375,5.425625,4.91,33,32,29.5,0.4861776749293009,0.0052771488825480144,0.0057978073755900065
04_4_20,10,4_5,9.030000000000001,8.780000000000001,8.780000000000001,2.4639130434782612,2.246521739130435,2.401304347826087,29,28,28,0.39429588317871095,0.0032832781473795575,0.004833348592122396
04_4_40,1,4_5,24.28,29.85,17.220000000000002,8.304464285714287,10.620357142857143,7.241785714285715,64,69,56,1.1014777819315593,0.009865395228068034,0.010416444142659504
04_4_40,2,4_5,28.310000000000002,34.31,23.130000000000003,11.306071428571428,11.807321428571429,8.928035714285715,67,71,60,1.878305180867513,0.014780338605244954,0.015208832422892253
04_4_40,3,4_5,32.910000000000004,41.910000000000004,29.910000000000004,14.602333333333336,15.84216666666667,9.510666666666667,72,81,69,2.523658506075541,0.013716419537862143,0.01379379431406657
04_4_40,4,4_5,29.68,31.68,28.68,10.0134375,10.0853125,9.068125,68,71,67,1.3567262172698975,0.014794500668843587,0.015331888198852539
04_4_40,5,4_5,39.03,43.03,34.64,14.642753623188405,15.03086956521739,12.01608695652174,78,83,74,1.5105498949686686,0.01720433235168457,0.01687169075012207
04_4_40,6,4_5,25.990000000000002,19.069999999999993,20.069999999999993,9.261698113207547,8.176415094339623,7.056415094339622,64,58,59,1.0881911754608153,0.010684808095296225,0.010803794860839844
04_4_40,7,4_5,22.269999999999996,25.880000000000003,17.58,7.660800000000001,7.358600000000001,5.784400000000001,60.019999999999996,60.019999999999996,55.480000000000004,1.6839408079783122,0.0102004607518514,0.010625553131103516
04_4_40,8,4_5,40.15,42.620000000000005,34.620000000000005,14.434032258064516,13.968064516129033,12.779354838709677,80,81,74,2.072887976964315,0.015450358390808105,0.014346106847127279
04_4_40,9,4_5,28.199999999999996,33.199999999999996,24.72,11.538666666666666,12.526166666666665,8.396333333333333,68,73,59,1.6429041624069214,0.01464517116546631,0.0147811492284139
04_4_40,10,4_5,46.46,38.64,32.57999999999999,18.443285714285715,17.512857142857143,12.98342857142857,86,76.18,71,2.3184637864430746,0.017931866645812988,0.019374744097391764
04_4_60,1,4_5,76.57,75.55000000000001,59.56999999999999,26.492477064220182,26.89091743119266,23.66256880733945,135,131,119,4.069439427057902,0.03675845464070638,0.035299102465311684
04_4_60,2,4_5,49.89000000000001,45.620000000000005,44.88000000000001,20.515833333333333,20.038452380952382,19.54654761904762,106,104,104,5.13532288869222,0.023509724934895834,0.02629249095916748
04_4_60,3,4_5,48.14,46.05,45.87,18.851410256410254,19.633205128205127,18.423589743589744,102,101,96,2.825477965672811,0.018897525469462075,0.019626903533935546
04_4_60,4,4_5,58.980000000000004,53.550000000000004,43.550000000000004,23.914019607843137,23.7428431372549,18.61549019607843,116,113,103,3.241582687695821,0.03498536745707194,0.034914954503377275
04_4_60,5,4_5,55.06,54.21000000000001,53.21000000000001,18.806823529411766,20.599764705882354,17.078235294117647,115,114,113,6.190511012077332,0.02532674471537272,0.02434241771697998
04_4_60,6,4_5,50.68000000000001,47.81,44.68000000000001,19.814444444444444,19.858888888888888,17.169,110,99,102,4.1456832647323605,0.02697436014811198,0.028326924641927084
04_4_60,7,4_5,59.17999999999999,60.35,46.65,21.889473684210525,21.457894736842103,17.814947368421052,118.5,117.5,106,3.821822460492452,0.027063997586568196,0.02651364008585612
04_4_60,8,4_5,53.15999999999999,50.949999999999996,42.949999999999996,21.935232558139536,19.19813953488372,16.67953488372093,110,110,102,3.6515230814615887,0.023414182662963866,0.02420653502146403
04_4_60,9,4_5,66.93,62.04,55.04,23.032526315789475,22.855263157894736,19.326526315789476,122,122,115,4.159600122769674,0.03000198205312093,0.029915754000345865
04_4_60,10,4_5,34.69,38.7,27.97,14.145942028985507,14.627391304347828,11.659420289855072,92.26,95,85,4.2402632474899296,0.01890855630238851,0.015704766909281413
06_4_20,1,4_5,24.990000000000002,24.990000000000002,16.73,9.295531914893617,9.217872340425533,6.509361702127659,44.35,44.35,36,0.41916441122690834,0.008047731717427571,0.008458789189656575
06_4_20,2,4_5,28.08,28.08,17.41,9.165116279069768,9.165116279069768,7.160930232558139,47,47,35.64,0.317795459429423,0.007246700922648112,0.007312607765197754
06_4_20,3,4_5,19.769999999999996,19.769999999999996,13.32,6.689210526315788,6.668421052631579,5.392368421052631,39.69,39.230000000000004,32,0.4449228922526042,0.005766089757283529,0.005231602986653646
06_4_20,4,4_5,14.18,14.049999999999999,14.18,6.430810810810811,6.623783783783783,5.58027027027027,34,33,34,0.41998260021209716,0.004596821467081706,0.004559183120727539
06_4_20,5,4_5,19.92,19.92,14.55,5.7910810810810815,5.7910810810810815,5.252432432432433,37,37,32,0.551481016476949,0.00459898312886556,0.004783304532368978
06_4_20,6,4_5,17.81,17.529999999999998,13.5,5.566857142857143,5.715714285714285,5.201714285714285,37,37,32,0.6315773407618205,0.005537748336791992,0.005252782503763835
06_4_20,7,4_5,18.799999999999997,18.799999999999997,16.229999999999997,6.922,6.807714285714285,6.693714285714285,37,37,33,0.5229969580968221,0.006418196360270182,0.006208086013793945
06_4_20,8,4_5,16.189999999999998,16.189999999999998,15.21,6.588684210526316,6.588684210526316,5.695526315789474,32,32,30,0.2761236270268758,0.0054415702819824215,0.006012352307637533
06_4_20,9,4_5,23.36,23.36,17.009999999999998,8.997209302325583,8.997209302325583,7.296511627906978,43.18,43.18,34.03,0.41476856072743734,0.006449492772420248,0.0066260814666748045
06_4_20,10,4_5,24.660000000000004,24.660000000000004,14.970000000000002,7.40875,7.51575,5.466,43.81,43.81,32.81,0.46656065781911216,0.005842049916585286,0.005464665095011393
06_4_40,1,4_5,47.099999999999994,40.099999999999994,29.279999999999994,17.781645569620252,16.174050632911392,13.064177215189874,87,80,67,1.758565656344096,0.020661028226216634,0.019890824953715008
06_4_40,2,4_5,65.18,61.05,47.01,26.063913043478262,25.697391304347825,20.203260869565216,105,101,87,2.5107406854629515,0.02651964028676351,0.02786562442779541
06_4_40,3,4_5,53.67,53.98,39.58,18.379882352941177,17.60764705882353,13.998470588235294,91,91,77,1.5145790179570515,0.02519835631052653,0.026923704147338866
06_4_40,4,4_5,53.68,53.68,38.81,21.21,21.181538461538462,15.435128205128205,92,92,74,1.579027485847473,0.022281670570373537,0.02251245975494385
06_4_40,5,4_5,56.15,53.15,39.15,21.262758620689656,21.069655172413796,15.969080459770115,94.15,93,79,1.577842084566752,0.030771724383036294,0.03302264213562012
06_4_40,6,4_5,61.03999999999999,63.849999999999994,46.03999999999999,25.217176470588235,25.16635294117647,19.968,101,103.22,86,2.940477967262268,0.026301193237304687,0.02622963587443034
06_4_40,7,4_5,63.220000000000006,64.59,46.13,25.408636363636365,25.05568181818182,19.64375,103.09,102.89,86,2.111105036735535,0.02865015665690104,0.024414865175882976
06_4_40,8,4_5,38.230000000000004,36.9,29.570000000000007,17.182083333333335,16.38902777777778,10.508472222222224,78,75.06,68,1.2633496284484864,0.015740513801574707,0.017095478375752766
06_4_40,9,4_5,63.980000000000004,63.980000000000004,54.540000000000006,29.05242105263158,27.043894736842105,20.184,103.31,103.31,94,1.5664835691452026,0.018611017862955728,0.018445324897766114
06_4_40,10,4_5,55.639999999999986,59.47,44.11999999999999,21.80578313253012,23.419156626506023,17.78722891566265,95.52,99,84,1.6682642141977946,0.024887895584106444,0.023723284403483074
06_4_60,1,4_5,85.52000000000001,84.93,76.64,34.987459016393444,32.56893442622951,30.71532786885246,143,142,128.36,3.1647960821787517,0.030216638247172037,0.03047626813252767
06_4_60,2,4_5,89.23000000000002,90.78,77.23000000000002,36.07631147540984,37.74877049180328,31.430655737704917,148,148,137,3.8581978559494017,0.02856297492980957,0.029009326299031576
06_4_60,3,4_5,103.82,97.09,83.82,38.81178294573643,34.630697674418606,29.273488372093023,163,156.19,143,4.5039196332295734,0.038891927401224775,0.034241437911987305
06_4_60,4,4_5,80.41,87.41,64.61,34.34517241379311,35.491206896551724,25.76853448275862,139,146,123,3.357897686958313,0.031918851534525554,0.032451383272806805
06_4_60,5,4_5,104.61000000000001,106.61000000000001,96.61000000000001,41.48568,40.198,38.48824,163,166,156,4.049066098531087,0.032132800420125326,0.03119551340738932
06_4_60,6,4_5,94.79,92.07000000000001,69.07000000000001,33.6348031496063,33.56708661417323,27.020629921259843,153,150.2,128,3.1765852689743044,0.03191089630126953,0.0307236115137736
06_4_60,7,4_5,107.81,109.75999999999999,86.33999999999999,41.90253623188406,40.69253623188406,34.573478260869564,166.82,168,146,3.898618046442668,0.038694389661153156,0.03872129917144775
06_4_60,8,4_5,90.83000000000001,91.25999999999999,72.73999999999998,38.737539682539676,39.56928571428571,28.646190476190473,150.61,150,131,3.373254410425822,0.03157936731974284,0.03199898401896159
06_4_60,9,4_5,100.35000000000002,98.62,80.62,36.798412698412704,40.67928571428572,31.82357142857143,159.73000000000002,158,140,5.417920287450155,0.05186465581258138,0.04747795263926188
06_4_60,10,4_5,92.59,99.57000000000002,72.18,37.23586776859504,38.5995041322314,33.32140495867768,152,158.98000000000002,132,3.779648518562317,0.030029813448588055,0.029390867551167807
08_4_20,1,4_5,27.240000000000002,27.240000000000002,17.17,9.775217391304347,9.775217391304347,7.547391304347826,45,45,36.35,0.4803723017374674,0.008506560325622558,0.007988746960957844
08_4_20,2,4_5,26.500000000000004,26.500000000000004,20.819999999999997,11.765384615384617,11.765384615384617,9.025769230769232,45.92,45.92,40,0.5552133401234944,0.009538491566975912,0.0095121701558431
08_4_20,3,4_5,28.73,28.73,21.759999999999998,12.094,12.094,8.915000000000001,48,48,37.25,0.6677971363067627,0.009018508593241374,0.00980990727742513
08_4_20,4,4_5,34.17,34.17,22.75,10.965384615384615,10.965384615384615,9.219615384615384,53,53,41,0.7104410807291667,0.010290137926737468,0.010861515998840332
08_4_20,5,4_5,35.66,35.66,22.82,14.003859649122806,14.003859649122806,10.383859649122806,55.129999999999995,55.129999999999995,41.29,0.6611481666564941,0.011613917350769044,0.012369982401529948
08_4_20,6,4_5,27.19,27.19,20.52,10.504222222222223,10.726222222222223,9.589333333333334,46.67,46.67,40,0.9668920834859213,0.006788492202758789,0.006756416956583659
08_4_20,7,4_5,19.180000000000003,19.180000000000003,11.899999999999999,5.167435897435897,5.193076923076923,4.21974358974359,38,38,31,0.47994860808054607,0.0056136210759480795,0.005366849899291992
08_4_20,8,4_5,21.44,19.44,16.47,6.637906976744186,6.637906976744186,6.656744186046511,41,39,35.44,0.6557722330093384,0.007260338465372721,0.006393599510192871
08_4_20,9,4_5,27.87,27.87,22.34,8.379183673469388,8.379183673469388,7.234489795918368,46.78,46.78,39,0.5273763020833333,0.008142296473185222,0.007912079493204752
08_4_20,10,4_5,25.21,24.59,19.21,7.404047619047619,7.832619047619048,7.071428571428571,45,44,38,0.5572202682495118,0.006370870272318522,0.006873774528503418
08_4_40,1,4_5,68.66,68.66,48.8,25.9357,25.4979,20.9393,108.53,107,88,2.834630767504374,0.029977782567342123,0.030094210306803384
08_4_40,2,4_5,57.68,59.68,42.68,21.89943181818182,21.366818181818182,17.32556818181818,97,99,82,1.3957102219263713,0.016391968727111815,0.017870442072550455
08_4_40,3,4_5,72.33,72.0,50.00000000000001,27.591836734693878,27.420816326530613,21.82438775510204,111.25,112,90,1.6140298128128052,0.019377668698628742,0.02030184268951416
08_4_40,4,4_5,87.53,78.37,55.53,31.39137614678899,31.19633027522936,22.925504587155963,127,118,95,1.6482312043507894,0.022898109753926595,0.023171234130859374
08_4_40,5,4_5,67.57,67.57,53.660000000000004,27.785154639175257,27.75463917525773,20.889278350515465,106.66,106.66,93,1.6501819531122843,0.0211179256439209,0.021057613690694175
08_4_40,6,4_5,55.50000000000001,62.50000000000001,44.07000000000001,23.810813953488374,24.41860465116279,18.91918604651163,95,102,82,1.5409321943918863,0.015517528851826985,0.015822752316792806
08_4_40,7,4_5,74.77,72.92,62.739999999999995,26.261826923076924,25.73298076923077,23.11951923076923,113,112.18,102,1.954117751121521,0.0253464937210083,0.02568345069885254
08_4_40,8,4_5,78.29,72.29,59.68000000000001,24.38625,25.137788461538463,20.762788461538463,118,112,99,1.48332945505778,0.023412418365478516,0.0226578156153361
08_4_40,9,4_5,53.07,53.07,35.97,18.682093023255813,18.23,14.454418604651163,92,92,71,1.3457237164179483,0.015587488810221354,0.01549220085144043
08_4_40,10,4_5,66.57,72.85,56.57,29.444752475247526,28.112475247524753,22.256633663366337,105,112,95,1.802036420504252,0.030512229601542155,0.029200315475463867
08_4_60,1,4_5,140.36,134.5,104.49999999999999,51.02680981595092,51.4439263803681,41.04411042944785,200.05,194,164,4.78121592203776,0.05494596163431804,0.05406688054402669
08_4_60,2,4_5,113.55000000000001,106.55000000000001,94.82000000000001,45.453146853146855,44.00965034965035,38.81503496503497,170,164,153,5.810803135236104,0.04773475329081218,0.04934771060943603
08_4_60,3,4_5,123.47999999999999,124.47999999999999,102.47999999999999,44.99818181818181,49.18441558441558,37.25577922077922,183,183,162,5.459650826454163,0.05634654362996419,0.05532866319020589
08_4_60,4,4_5,133.71999999999997,125.71,104.69999999999999,48.62142857142857,46.93509316770186,41.562670807453415,192.01999999999998,183,162,4.355768465995789,0.05775949954986572,0.05216308434804281
08_4_60,5,4_5,116.26,110.26,93.42,46.420718954248365,45.24424836601307,37.3618954248366,176,170,151,4.32538857460022,0.04593327840169271,0.04569871425628662
08_4_60,6,4_5,122.60999999999999,127.60999999999999,94.44999999999999,45.8058,46.360866666666666,37.891666666666666,182.16,187.16,154,4.6984747727712,0.043181204795837404,0.04387914339701335
08_4_60,7,4_5,127.46000000000001,126.37,97.36,50.55791946308725,52.29818791946309,43.914496644295305,187.09,186,157,5.416623751322429,0.048364965120951335,0.046849719683329266
08_4_60,8,4_5,111.62,122.20000000000002,95.20000000000002,48.105133333333335,45.62,39.5796,169,182,155,6.890148886044821,0.06644518375396728,0.059090367952982586
08_4_60,9,4_5,126.66000000000001,116.77999999999999,106.51,50.47160256410257,51.49525641025641,44.063589743589745,186.15,176.26999999999998,166,6.143275992075602,0.0551720380783081,0.05198319753011068
08_4_60,10,4_5,128.13,125.75,94.1,50.49881578947368,47.984736842105264,40.557565789473685,188.03,185,154,6.970842003822327,0.06057620843251546,0.06173097292582194
04_4_20,1,4_6,23.72,21.72,23.72,5.118387096774194,4.828064516129032,4.9558064516129035,43,41,43,2.2423131386439006,0.00856939156850179,0.004593833287556966
04_4_20,2,4_6,10.240000000000002,10.240000000000002,10.240000000000002,3.908387096774194,3.908387096774194,3.7180645161290324,28.05,28.05,28.05,0.4829948345820109,0.003786516189575195,0.004079540570576985
04_4_20,3,4_6,6.620000000000001,6.620000000000001,6.620000000000001,2.3715384615384614,2.448461538461538,2.3715384615384614,25,25,25,0.3974989652633667,0.0027576764424641926,0.0030072848002115887
04_4_20,4,4_6,10.86,10.86,11.86,3.699310344827586,3.699310344827586,3.216551724137931,27,27,26,0.892163348197937,0.004282410939534505,0.004433377583821615
04_4_20,5,4_6,5.239999999999998,5.239999999999998,15.08,1.7086666666666661,1.8179999999999994,3.535333333333333,24,24,27,0.3766812562942505,0.0011577844619750977,0.0010313669840494792
04_4_20,6,4_6,10.989999999999998,10.989999999999998,10.989999999999998,3.77,3.77,3.2027586206896554,30,30,30,0.9797175725301107,0.0033176978429158527,0.00360564390818278
04_4_20,7,4_6,14.230000000000002,14.230000000000002,14.040000000000003,5.306571428571429,5.306571428571429,4.7542857142857144,34,34,34,1.5192066033681233,0.005208063125610352,0.005148553848266601
04_4_20,8,4_6,9.430000000000001,9.430000000000001,9.430000000000001,3.2705,3.2705,3.2705,27,27,27,0.3702145020167033,0.0018882989883422852,0.0015957752863566081
04_4_20,9,4_6,13.11,13.11,12.41,5.4015625,5.4328125,5.2140625,29,29,29,1.3825212240219116,0.004476165771484375,0.00411067008972168
04_4_20,10,4_6,10.030000000000001,8.030000000000001,10.030000000000001,2.2721739130434786,2.1852173913043482,2.2721739130434786,30,28,30,0.9219626426696778,0.0023937225341796875,0.0031295537948608397
04_4_40,1,4_6,25.29,22.220000000000002,23.29,9.698928571428572,9.346785714285716,8.260178571428572,65,60,63,2.620618303616842,0.011744848887125651,0.01076354185740153
04_4_40,2,4_6,26.310000000000002,28.310000000000002,26.310000000000002,10.329642857142858,9.99232142857143,9.10982142857143,65,66,65,3.826231614748637,0.010244242350260417,0.012368551890055339
04_4_40,3,4_6,32.35,35.370000000000005,30.910000000000004,13.253000000000002,14.454166666666667,11.0945,70,69.99000000000001,70,7.126712314287821,0.013509654998779297,0.013162016868591309
04_4_40,4,4_6,31.140000000000008,27.68,29.68,10.8175,9.39375,9.78421875,69,67,68,2.9882416566212973,0.01719170411427816,0.015337864557902018
04_4_40,5,4_6,36.03,37.64,34.79,12.103333333333333,15.455507246376811,12.121594202898551,76,76,73,4.3601233720779415,0.01750791867574056,0.01868327458699544
04_4_40,6,4_6,26.75,23.75,26.75,8.988490566037735,8.35754716981132,8.033396226415094,66,63,66,3.3377316633860272,0.012593889236450195,0.011246736844380696
04_4_40,7,4_6,21.880000000000003,23.05,19.880000000000003,7.9178000000000015,7.994600000000001,6.9754000000000005,59,57,59,2.0985738674799603,0.010193316141764323,0.008895452817281086
04_4_40,8,4_6,35.15,37.75,35.15,15.269516129032258,13.604354838709678,12.716129032258065,75,75,75,4.344784959157308,0.014313014348347981,0.015001805623372395
04_4_40,9,4_6,24.199999999999996,22.949999999999996,24.199999999999996,7.9944999999999995,9.507,7.794499999999999,64,62.75,64,4.8566123406092325,0.014602581659952799,0.013971702257792155
04_4_40,10,4_6,36.470000000000006,35.99,28.46,15.291857142857143,14.65242857142857,10.396571428571429,75.39,73,68,4.942938574155172,0.02336397171020508,0.022455430030822753
04_4_60,1,4_6,63.56999999999999,65.57,63.56999999999999,25.49284403669725,24.822935779816515,22.856788990825688,121,123,121,8.50993382136027,0.04035499095916748,0.03918860753377278
04_4_60,2,4_6,45.269999999999996,47.18,45.269999999999996,19.06797619047619,17.44666666666667,18.459285714285716,103,107,103,12.142860841751098,0.02055246035257975,0.02145567735036214
04_4_60,3,4_6,52.92,41.370000000000005,47.14,18.542820512820512,17.978717948717946,18.594102564102563,110,100,104,7.142932597796122,0.020542192459106445,0.019868922233581544
04_4_60,4,4_6,60.550000000000004,64.35,60.550000000000004,24.37892156862745,24.935686274509802,23.033431372549018,120,122,120,13.437377627690633,0.03067027727762858,0.030236681302388508
04_4_60,5,4_6,55.06,46.92000000000001,55.06,18.960823529411766,19.291882352941176,17.22129411764706,115,104,115,8.817974003156026,0.024556970596313475,0.02557955582936605
04_4_60,6,4_6,45.88000000000001,44.699999999999996,45.88000000000001,18.883,16.859666666666666,16.763333333333332,103,99,103,7.268499191602071,0.028134584426879883,0.026110164324442544
04_4_60,7,4_6,56.65,51.85,56.17999999999999,18.836315789473684,19.43957894736842,18.259894736842103,116,111,116,7.862671105066935,0.029538655281066896,0.030680720011393228
04_4_60,8,4_6,40.15999999999999,43.949999999999996,40.87,16.930116279069768,18.397558139534883,17.213372093023256,99,103,96,7.90771206219991,0.026469953854878745,0.027605319023132326
04_4_60,9,4_6,62.04,60.559999999999995,62.04,23.053894736842107,21.246315789473684,22.057789473684213,121,117,121,8.444282348950704,0.028568744659423828,0.02989691893259684
04_4_60,10,4_6,38.42999999999999,36.18999999999998,39.14,14.273188405797102,13.582753623188404,15.152753623188403,97,95,97,6.470259102185567,0.0159624973932902,0.015390984217325846
06_4_20,1,4_6,25.21,25.64,24.21,9.242765957446808,9.583191489361703,7.254468085106383,45,45,44,2.002651007970174,0.009741425514221191,0.008387303352355957
06_4_20,2,4_6,24.08,24.08,24.08,8.332558139534884,8.286046511627907,7.590930232558139,43.25,43.25,43.25,1.569467012087504,0.007919621467590333,0.007792425155639648
06_4_20,3,4_6,16.69,16.69,16.349999999999998,6.273684210526316,6.010526315789474,5.978684210526316,36.03,36.03,35.69,0.9086226463317871,0.006532828013102214,0.005977304776509603
06_4_20,4,4_6,17.300000000000004,17.18,17.09,6.792432432432432,6.684324324324324,5.998378378378378,37.120000000000005,37,37,1.6370869000752768,0.00571441650390625,0.006281367937723796
06_4_20,5,4_6,20.319999999999997,20.319999999999997,19.689999999999998,7.039729729729729,7.039729729729729,6.644324324324325,36.769999999999996,36.769999999999996,36.769999999999996,0.6546965996424358,0.006585931777954102,0.005876652399698893
06_4_20,6,4_6,15.749999999999993,15.749999999999993,12.529999999999998,5.025428571428571,5.062285714285714,4.594571428571428,34.16,34.16,32,1.2402383963267007,0.0056511878967285155,0.005225952466328939
06_4_20,7,4_6,16.799999999999997,16.799999999999997,15.229999999999997,6.128857142857142,6.128857142857142,6.450857142857143,32,32,30,0.72486678759257,0.0038893540700276692,0.003990356127421061
06_4_20,8,4_6,13.899999999999999,13.899999999999999,15.21,5.562894736842106,5.562894736842106,5.559210526315789,32,32,30,1.0898645877838136,0.00663143793741862,0.0064957062403361
