case,num,MN,FCFS max_delay,last lane change max_delay,out_lane_change max_delay,FCFS mean_delay,last lane change mean_delay,out_lane_change mean_delay,FCFS maxe,last lane change maxe,out_lane_change maxe
04_3_40,5,3_5,22.660000000000004,22.61,17.259999999999998,6.975961538461537,7.075961538461537,6.574038461538461,61.76,61.209999999999994,56.599999999999994
04_3_40,6,3_5,12.620000000000005,13.620000000000005,11.649999999999999,3.6380952380952385,3.98952380952381,3.2980952380952395,48.67,48.67,47.050000000000004
04_3_40,7,3_5,8.320000000000007,9,9,3.5943243243243246,3.6213513513513513,2.790540540540541,45.730000000000004,45,42.14
04_3_40,8,3_5,14.86,14.639999999999993,11.639999999999993,5.340222222222221,5.1066666666666665,4.1866666666666665,54,54,51.4
04_3_40,9,3_5,11.370000000000001,11.370000000000001,11.370000000000001,5.034473684210527,4.996315789473685,3.9586842105263167,44.33,44.33,43.33
04_3_40,10,3_5,21.779999999999998,22.77,19.779999999999998,8.679423076923076,9.315576923076922,7.621346153846153,59.59,60.01,57
04_3_60,1,3_5,26.65,26.770000000000003,26.65,9.262295081967213,9.898852459016394,8.826229508196722,85.25,85.25,85.12
04_3_60,2,3_5,25.01999999999999,25.01999999999999,23.200000000000003,9.225797101449276,9.364492753623189,8.990144927536232,83,83,82
04_3_60,3,3_5,25.010000000000005,25.010000000000005,25.010000000000005,9.13969230769231,9.20123076923077,8.560923076923078,83,84,83
04_3_60,4,3_5,34.01000000000001,34.01000000000001,32.81000000000001,13.748421052631581,14.327368421052633,12.941973684210527,93.15,92,90
04_3_60,5,3_5,33.46,34.56,31.000000000000007,13.087848101265822,12.960886075949366,11.56240506329114,92,90.25,89.25
04_3_60,6,3_5,26.1,23.61,20.709999999999994,10.28681818181818,9.37772727272727,7.055454545454544,85,81,79.25
04_3_60,7,3_5,11.920000000000009,11.920000000000009,9.920000000000009,5.155769230769233,4.647884615384617,4.228846153846154,67,67.41999999999999,66
04_3_60,8,3_5,19.309999999999995,19.60000000000001,16.679999999999986,7.065967741935485,6.7762903225806435,6.45193548387097,76.75999999999999,76.03999999999999,75.03999999999999
04_3_60,9,3_5,23.57999999999999,23.57999999999999,22.35,7.991060606060608,7.966212121212123,6.755151515151517,82.22999999999999,82.22999999999999,81
04_3_60,10,3_5,38.06999999999999,35.790000000000006,34.019999999999996,13.8252,12.947066666666666,11.58,96.05,94,92
